scope,quantity,probability,value,query_count,source,source_sha256
all_validation_target_RMS_postseal_diagnostic_only,target_true_RMS_quantiles,0,5.48366055119136,58999,runs/study_032_c3_proposed_gnn_10db/20260909T065820188571Z_e39df16d563c_observed_query_rms_audit/result.json,b09dbe06591350669080aaf6bf41a8c33e64521d55e4e44bb0bf1e63073ec96f
all_validation_target_RMS_postseal_diagnostic_only,target_true_RMS_quantiles,0.01,6.561179024557764,58999,runs/study_032_c3_proposed_gnn_10db/20260909T065820188571Z_e39df16d563c_observed_query_rms_audit/result.json,b09dbe06591350669080aaf6bf41a8c33e64521d55e4e44bb0bf1e63073ec96f
all_validation_target_RMS_postseal_diagnostic_only,target_true_RMS_quantiles,0.05,7.317012853803361,58999,runs/study_032_c3_proposed_gnn_10db/20260909T065820188571Z_e39df16d563c_observed_query_rms_audit/result.json,b09dbe06591350669080aaf6bf41a8c33e64521d55e4e44bb0bf1e63073ec96f
all_validation_target_RMS_postseal_diagnostic_only,target_true_RMS_quantiles,0.25,8.728141921130312,58999,runs/study_032_c3_proposed_gnn_10db/20260909T065820188571Z_e39df16d563c_observed_query_rms_audit/result.json,b09dbe06591350669080aaf6bf41a8c33e64521d55e4e44bb0bf1e63073ec96f
all_validation_target_RMS_postseal_diagnostic_only,target_true_RMS_quantiles,0.5,9.696719987813864,58999,runs/study_032_c3_proposed_gnn_10db/20260909T065820188571Z_e39df16d563c_observed_query_rms_audit/result.json,b09dbe06591350669080aaf6bf41a8c33e64521d55e4e44bb0bf1e63073ec96f
all_validation_target_RMS_postseal_diagnostic_only,target_true_RMS_quantiles,0.75,10.853484904314282,58999,runs/study_032_c3_proposed_gnn_10db/20260909T065820188571Z_e39df16d563c_observed_query_rms_audit/result.json,b09dbe06591350669080aaf6bf41a8c33e64521d55e4e44bb0bf1e63073ec96f
all_validation_target_RMS_postseal_diagnostic_only,target_true_RMS_quantiles,0.95,12.625362646924133,58999,runs/study_032_c3_proposed_gnn_10db/20260909T065820188571Z_e39df16d563c_observed_query_rms_audit/result.json,b09dbe06591350669080aaf6bf41a8c33e64521d55e4e44bb0bf1e63073ec96f
all_validation_target_RMS_postseal_diagnostic_only,target_true_RMS_quantiles,0.99,13.238057199737835,58999,runs/study_032_c3_proposed_gnn_10db/20260909T065820188571Z_e39df16d563c_observed_query_rms_audit/result.json,b09dbe06591350669080aaf6bf41a8c33e64521d55e4e44bb0bf1e63073ec96f
all_validation_target_RMS_postseal_diagnostic_only,target_true_RMS_quantiles,1,14.499533401819344,58999,runs/study_032_c3_proposed_gnn_10db/20260909T065820188571Z_e39df16d563c_observed_query_rms_audit/result.json,b09dbe06591350669080aaf6bf41a8c33e64521d55e4e44bb0bf1e63073ec96f
all_validation_target_RMS_postseal_diagnostic_only,inferred_RMS_quantiles,0,6.028802535278484,58999,runs/study_032_c3_proposed_gnn_10db/20260909T065820188571Z_e39df16d563c_observed_query_rms_audit/result.json,b09dbe06591350669080aaf6bf41a8c33e64521d55e4e44bb0bf1e63073ec96f
all_validation_target_RMS_postseal_diagnostic_only,inferred_RMS_quantiles,0.01,6.933674892246576,58999,runs/study_032_c3_proposed_gnn_10db/20260909T065820188571Z_e39df16d563c_observed_query_rms_audit/result.json,b09dbe06591350669080aaf6bf41a8c33e64521d55e4e44bb0bf1e63073ec96f
all_validation_target_RMS_postseal_diagnostic_only,inferred_RMS_quantiles,0.05,7.508765165830675,58999,runs/study_032_c3_proposed_gnn_10db/20260909T065820188571Z_e39df16d563c_observed_query_rms_audit/result.json,b09dbe06591350669080aaf6bf41a8c33e64521d55e4e44bb0bf1e63073ec96f
all_validation_target_RMS_postseal_diagnostic_only,inferred_RMS_quantiles,0.25,8.779918227256132,58999,runs/study_032_c3_proposed_gnn_10db/20260909T065820188571Z_e39df16d563c_observed_query_rms_audit/result.json,b09dbe06591350669080aaf6bf41a8c33e64521d55e4e44bb0bf1e63073ec96f
all_validation_target_RMS_postseal_diagnostic_only,inferred_RMS_quantiles,0.5,9.672715855006503,58999,runs/study_032_c3_proposed_gnn_10db/20260909T065820188571Z_e39df16d563c_observed_query_rms_audit/result.json,b09dbe06591350669080aaf6bf41a8c33e64521d55e4e44bb0bf1e63073ec96f
all_validation_target_RMS_postseal_diagnostic_only,inferred_RMS_quantiles,0.75,10.83571257770063,58999,runs/study_032_c3_proposed_gnn_10db/20260909T065820188571Z_e39df16d563c_observed_query_rms_audit/result.json,b09dbe06591350669080aaf6bf41a8c33e64521d55e4e44bb0bf1e63073ec96f
all_validation_target_RMS_postseal_diagnostic_only,inferred_RMS_quantiles,0.95,12.527868995512355,58999,runs/study_032_c3_proposed_gnn_10db/20260909T065820188571Z_e39df16d563c_observed_query_rms_audit/result.json,b09dbe06591350669080aaf6bf41a8c33e64521d55e4e44bb0bf1e63073ec96f
all_validation_target_RMS_postseal_diagnostic_only,inferred_RMS_quantiles,0.99,13.002439663529358,58999,runs/study_032_c3_proposed_gnn_10db/20260909T065820188571Z_e39df16d563c_observed_query_rms_audit/result.json,b09dbe06591350669080aaf6bf41a8c33e64521d55e4e44bb0bf1e63073ec96f
all_validation_target_RMS_postseal_diagnostic_only,inferred_RMS_quantiles,1,14.355915430745045,58999,runs/study_032_c3_proposed_gnn_10db/20260909T065820188571Z_e39df16d563c_observed_query_rms_audit/result.json,b09dbe06591350669080aaf6bf41a8c33e64521d55e4e44bb0bf1e63073ec96f
all_validation_target_RMS_postseal_diagnostic_only,signed_relative_RMS_difference_nonzero_truth_quantiles,0,-0.23201410313601045,58999,runs/study_032_c3_proposed_gnn_10db/20260909T065820188571Z_e39df16d563c_observed_query_rms_audit/result.json,b09dbe06591350669080aaf6bf41a8c33e64521d55e4e44bb0bf1e63073ec96f
all_validation_target_RMS_postseal_diagnostic_only,signed_relative_RMS_difference_nonzero_truth_quantiles,0.01,-0.10383625504015073,58999,runs/study_032_c3_proposed_gnn_10db/20260909T065820188571Z_e39df16d563c_observed_query_rms_audit/result.json,b09dbe06591350669080aaf6bf41a8c33e64521d55e4e44bb0bf1e63073ec96f
all_validation_target_RMS_postseal_diagnostic_only,signed_relative_RMS_difference_nonzero_truth_quantiles,0.05,-0.05716012247357332,58999,runs/study_032_c3_proposed_gnn_10db/20260909T065820188571Z_e39df16d563c_observed_query_rms_audit/result.json,b09dbe06591350669080aaf6bf41a8c33e64521d55e4e44bb0bf1e63073ec96f
all_validation_target_RMS_postseal_diagnostic_only,signed_relative_RMS_difference_nonzero_truth_quantiles,0.25,-0.01585912860089765,58999,runs/study_032_c3_proposed_gnn_10db/20260909T065820188571Z_e39df16d563c_observed_query_rms_audit/result.json,b09dbe06591350669080aaf6bf41a8c33e64521d55e4e44bb0bf1e63073ec96f
all_validation_target_RMS_postseal_diagnostic_only,signed_relative_RMS_difference_nonzero_truth_quantiles,0.5,-1.4985733609668183e-05,58999,runs/study_032_c3_proposed_gnn_10db/20260909T065820188571Z_e39df16d563c_observed_query_rms_audit/result.json,b09dbe06591350669080aaf6bf41a8c33e64521d55e4e44bb0bf1e63073ec96f
all_validation_target_RMS_postseal_diagnostic_only,signed_relative_RMS_difference_nonzero_truth_quantiles,0.75,0.016157890775373936,58999,runs/study_032_c3_proposed_gnn_10db/20260909T065820188571Z_e39df16d563c_observed_query_rms_audit/result.json,b09dbe06591350669080aaf6bf41a8c33e64521d55e4e44bb0bf1e63073ec96f
all_validation_target_RMS_postseal_diagnostic_only,signed_relative_RMS_difference_nonzero_truth_quantiles,0.95,0.07234821255631817,58999,runs/study_032_c3_proposed_gnn_10db/20260909T065820188571Z_e39df16d563c_observed_query_rms_audit/result.json,b09dbe06591350669080aaf6bf41a8c33e64521d55e4e44bb0bf1e63073ec96f
all_validation_target_RMS_postseal_diagnostic_only,signed_relative_RMS_difference_nonzero_truth_quantiles,0.99,0.14319725333184977,58999,runs/study_032_c3_proposed_gnn_10db/20260909T065820188571Z_e39df16d563c_observed_query_rms_audit/result.json,b09dbe06591350669080aaf6bf41a8c33e64521d55e4e44bb0bf1e63073ec96f
all_validation_target_RMS_postseal_diagnostic_only,signed_relative_RMS_difference_nonzero_truth_quantiles,1,0.3952562712517553,58999,runs/study_032_c3_proposed_gnn_10db/20260909T065820188571Z_e39df16d563c_observed_query_rms_audit/result.json,b09dbe06591350669080aaf6bf41a8c33e64521d55e4e44bb0bf1e63073ec96f
all_validation_target_RMS_postseal_diagnostic_only,absolute_relative_RMS_difference_nonzero_truth_quantiles,0,5.950187749338525e-07,58999,runs/study_032_c3_proposed_gnn_10db/20260909T065820188571Z_e39df16d563c_observed_query_rms_audit/result.json,b09dbe06591350669080aaf6bf41a8c33e64521d55e4e44bb0bf1e63073ec96f
all_validation_target_RMS_postseal_diagnostic_only,absolute_relative_RMS_difference_nonzero_truth_quantiles,0.01,0.0002544922735970289,58999,runs/study_032_c3_proposed_gnn_10db/20260909T065820188571Z_e39df16d563c_observed_query_rms_audit/result.json,b09dbe06591350669080aaf6bf41a8c33e64521d55e4e44bb0bf1e63073ec96f
all_validation_target_RMS_postseal_diagnostic_only,absolute_relative_RMS_difference_nonzero_truth_quantiles,0.05,0.0012932729644503885,58999,runs/study_032_c3_proposed_gnn_10db/20260909T065820188571Z_e39df16d563c_observed_query_rms_audit/result.json,b09dbe06591350669080aaf6bf41a8c33e64521d55e4e44bb0bf1e63073ec96f
all_validation_target_RMS_postseal_diagnostic_only,absolute_relative_RMS_difference_nonzero_truth_quantiles,0.25,0.0068888617184947615,58999,runs/study_032_c3_proposed_gnn_10db/20260909T065820188571Z_e39df16d563c_observed_query_rms_audit/result.json,b09dbe06591350669080aaf6bf41a8c33e64521d55e4e44bb0bf1e63073ec96f
